category,role,text,listener_empathy,speaker_changeEmotion,terminate,situation,speaker_emotion,id
기쁨,부모,"나도 어느새 그게 습관이 된 것 같구나. 열심히 노력하다 보면, 어느새 좋은 습관을 기를 수 있는 것 같아.",동조,,False,,,BE22029149
기쁨,자녀,"엄마 모습 보면 저도 닮고 싶은 점이 정말 많아요. 그럼 오늘도 즐겁게 보내세요. 또 연락 드릴게요, 엄마.",,,True,,,BE22029149
기쁨,자녀,"제가 보낸 원피스 사진 보셨어요, 엄마? 여름을 맞이해서 온라인 쇼핑몰로 마음에 쏙 드는 예쁜 민소매 원피스를 샀어요. 제 취향에 딱 맞는 원피스를 갖게 되어서 정말 기뻐요!",,,False,,,BE22029135
기쁨,부모,보내준 사진을 보고 엄마가 얼마나 감탄했는지 몰라. 우리 딸이랑 아주 잘 어울리는 원피스야! 이런 날씨에 원피스를 사면 기분 전환도 되고 정말 좋을 것 같아.,"격려,동조",,False,,,BE22029135
기쁨,자녀,"맞아요, 원피스 하나를 샀을 뿐인데 새로운 계절을 맞이하는 설렘이 정말 커졌어요. 장바구니에 넣어두고 여름 원피스를 고민하는 모든 시간이 행복했어요.",,,False,,,BE22029135
기쁨,부모,우리 딸이 무척 설레 보여서 엄마도 기분이 좋아지네. 원래 쇼핑은 옷을 고르고 입어보는 모든 과정이 설레고 재미있는 법이잖아!,"격려,동조",,False,,,BE22029135
기쁨,자녀,"여름을 맞이해서 민소매 원피스를 샀으니, 이 옷을 입고 바다로 여행도 가고 싶어요. 원피스에 그려진 무늬가 바다의 시원한 분위기와 정말 잘 어울릴 것 같아요! 이 옷을 입고 바닷가에 서 있는 상상을 하니까 신나서 미소가 막 지어지네요.",,,False,,,BE22029135
기쁨,부모,새 옷을 입고 멋진 곳으로 놀러가는 기분은 어디에도 비할 바가 아니지. 정말 재밌을 것 같구나!,격려,,False,,,BE22029135
기쁨,자녀,새로 산 민소매 원피스를 입고 멋진 사진을 잔뜩 찍을 생각에 너무 기쁘고 즐거워요. 저는 여름의 활기찬 분위기를 좋아해서 여름이 되면 마음이 정말 설레요. 게다가 제 취향을 잘 반영한 원피스도 갖게 되어서 기쁘고요.,,,False,,,BE22029135
기쁨,부모,우리 딸이 이렇게 행복해하는 모습을 볼 때마다 나도 덩달아 여름을 기다리게 되었어. 네 기분이 내게도 잘 느껴져서 엄마도 같이 행복해지는 것 같아. 좋아하는 계절을 즐기기 위해 원피스도 준비하며 설레하는 네 모습도 참 보기 좋단다!,"격려,동조",,False,,,BE22029135
기쁨,자녀,저는 원래도 원피스를 좋아했지만 이번에 처음으로 민소매 원피스를 입어보게 되었어요. 팔이 시원하게 드러나는 원피스는 처음인데 제가 생각했던 것보다 훨씬 시원하고 편해요! 새로운 도전을 하기에 앞서 망설이지 않고 시도해보길 잘한 것 같아서 뿌득해요.,,,False,,,BE22029135
기쁨,부모,우리 딸은 어떻게 하면 더 즐겁게 인생을 살 수 있을지 아는 것 같아서 대견해. 이렇게 스스로의 취향을 발견하고 탐색해나가다보면 계절을 맞이하는 재미가 더욱 크겠어. 우리 딸의 멋진 모습 덕분에 나도 삶의 소소한 행복이 무엇일지 배우게 되는 것 같아.,"격려,동조",,False,,,BE22029135
기쁨,자녀,엄마가 그렇게 말씀해주시니 참 기뻐요. 엄마랑 이야기하고 나면 언제나 내가 더욱 좋은 사람이 된 것 같아서 마음이 벅차올라요.,,,False,,,BE22029135
기쁨,부모,우리 딸은 훌륭한 장점을 많이 가진 멋진 사람이지. 긍정적인 에너지로 주변 사람들에게 웃음을 주는 네가 나의 딸이라서 항상 고맙단다. 너와 잘 어울리는 민소매 원피스를 입고 우리 조만간 함께 가족 여행도 가자!,"조언,격려,동조",,False,,,BE22029135
기쁨,자녀,엄마 덕분에 안 그래도 좋은 기분이 더욱 좋아졌어요. 제가 사랑하는 엄마와 함께 떠나는 여행이라면 전 언제든 환영이에요! 이 원피스를 입고 엄마와 멋진 사진도 남기며 추억을 만들어야겠어요.,,,False,,,BE22029135
기쁨,부모,우리 딸이 그렇게 좋아해주니 엄마도 더 큰 힘이 생겨. 우리 딸이 만들어갈 아름다운 추억 속에 엄마도 함께 할 수 있어서 행복해!,동조,,True,,,BE22029135
기쁨,자녀,"엄마, 저 너무 기쁜 일이 있었어요. 부모가 된다는 게 이렇게 벅찬 일인지 몰랐어요.",,,False,,,BE22029073
기쁨,부모,"아들, 네가 이렇게 기뻐하는 모습을 보니까 엄마도 너무 행복한걸. 무슨 좋은 일이라도 있었니?",동조,,False,,,BE22029073
기쁨,자녀,"이제 막 돌을 지난 우리 딸은 천재인 게 분명해요. 저를 보고 아빠라고 불렀다니까요? 세상에, 한 살이면 옹알이도 겨우 하는데 아빠라고 하다니 기쁘지 않을 수가 없어요.",,,False,,,BE22029073
기쁨,부모,"한 살짜리 딸에게서 아빠라는 말을 들었다니, 우리 아들이 딸을 얼마나 사랑하는지가 느껴지는구나. 옹알거리는 소리에서 아빠라는 소리를 찾아내다니. 딸이 하는 건 다 예쁘고 귀여워하는 모습이 정말 아빠가 된 것 같구나.",동조,,False,,,BE22029073
기쁨,자녀,"분명히 아빠라고 불렀어요, 너무 신이 나요. 한없이 부족하고 모자란 것만 같았던 내가 아빠라뇨.",,,False,,,BE22029073
기쁨,부모,딸에게서 들은 아빠라는 말이 네게 엄청난 책임감과 사명감을 준 것 같구나. 엄마에겐 아직 까지 마냥 어리기만 한 아들인데 한 가정을 이끄는 가장이라니. 너무나 훌륭하게 잘해나가는 네가 대견하고 기특해.,"격려,동조",,False,,,BE22029073
기쁨,자녀,나를 아빠라고 불러주는 소중한 딸을 위해서라도 진짜 열심히 살아야겠다는 생각이 들어요. 우리 딸이 하고 싶은 건 무조건 다 하게 해줄 거예요.,,,False,,,BE22029073
기쁨,부모,"이 마음은 분명 딸에게 전해져서 건강하고 예쁘게 자라도록 만들어줄 거야. 이렇게 아빠에게 사랑받는 딸이라니, 곁에서 바라만 봐도 부러운걸. 네가 받은 사랑을 잘 간직해뒀다가 나누고 베푸는 모습이 참 좋아.","격려,동조",,False,,,BE22029073
기쁨,자녀,"요즘은 정말 우리 딸 덕분에 하루하루가 기대되고 설렘에 신이 나요. 또 어떤 일이 일어나고, 어떤 행복이 나를 찾아올까 눈뜨는 게 즐거워요.",,,False,,,BE22029073
기쁨,부모,일상에 딸이라는 소중한 변화를 감사하게 여기고 온전히 마음을 쏟는다는 게 얼마나 행복한 일이니. 육아에 지치고 힘들 수도 있는데 즐거워하니 참 다행이야.,격려,,False,,,BE22029073
기쁨,자녀,"아이를 키우는 것에 확신이 없었는데 이렇게 행복할 줄 알았다면 진작에 낳았을 걸 그랬어요. 딸에게 자랑스러운 아빠가 되고 싶어요. 이런 마음이 들다니, 너무 신기하고 놀라울 따름이에요.",,,False,,,BE22029073
기쁨,부모,"많은 경험을 통해 성숙해진 지금 너이기에 아이라는 존재에 감사하고, 소중히 여길 수 있는 거야. 지금 순간을 마음껏 즐기고 딸에게 온전한 네 마음을 쏟았으면 좋겠어. 다시는 되돌아오지 않은 순간이니까 후회하지 않도록 말이야.","조언,격려",,False,,,BE22029073
기쁨,자녀,"엄마가 부모로서 제 마음을 이해해주고 함께 기뻐해 주니까 더 뿌듯하고 신나네요. 고마워요, 엄마.",,,False,,,BE22029073
기쁨,부모,출산의 기쁨에 신나 하던 네 모습이 엊그제 같은데 어느새 아빠로서 신나 하는 모습이 반갑고 좋구나. 앞으로도 가족들과 행복하고 좋은 추억들을 듬뿍 쌓았으면 좋겠어. 육아하면서 힘든 일이 있으면 언제든 엄마에게 털어놓으렴.,"조언,격려,동조",,True,,,BE22029073
기쁨,자녀,"엄마, 잘 지내시죠? 전 한껏 흥분된 마음으로 집에 가는 길이에요.",,,False,,,BE22029198
기쁨,부모,우리 딸도 잘 있지? 무슨 일로 그렇게 기분이 좋은지 얼른 엄마한테 말해 보렴.,,,False,,,BE22029198
기쁨,자녀,"오늘 난생처음으로 피겨스케이팅 경기를 관람했는데, 너무 신이 나고 흥분돼요. 이런 감정은 정말 오랜만에 느끼는 기분인 것 같아요.",,,False,,,BE22029198
기쁨,부모,지난번에 얘기했던 게 바로 오늘 경기이구나. 우리 딸이 신이 난 모습을 보니 엄마도 덩달아 기분이 좋구나.,동조,,False,,,BE22029198
기쁨,자녀,텔레비전에서 보던 모습을 실제로 눈앞에서 보니 탄성이 절로 나와요. 경기장이 너무 넓어서 깜짝 놀랐어요.,,,False,,,BE22029198
기쁨,부모,"텔레비전에서 보는 것만으로도 멋진데, 직접 보면 정말 대단할 것 같아. 엄마는 우리 딸이 부러운 마음마저 드는걸.",동조,,False,,,BE22029198
기쁨,자녀,"선수들이 3회전 점프에 성공할 할 때는, 숨이 막히는 것 같았어요. 정말 짜릿하고 멋진 모습이었어요.",,,False,,,BE22029198
기쁨,부모,"힘껏 회전하다가 나비처럼 사뿐 내려앉는 모습을 보면 정말 멋질 것 같아. 우리나라 선수들도 많이 참가해서, 정말 볼거리가 많았을 것 같고.",,,False,,,BE22029198
기쁨,자녀,선수들이 오랜 시간 동안 피땀 흘리며 노력한 결과라는 생각이 들어요. 저도 제 일에 좀 더 최선을 다하겠다는 마음가짐도 갖게 되고요.,,,False,,,BE22029198
기쁨,부모,"우리 딸은 천재형은 아니지만 맡은 일이라면 늘 책임감을 갖고 최선을 다하지. 선수들의 노력에 큰 박수를 보내는 것도, 아마 우리 딸의 그런 성격 때문일 거야. 엄마는 그런 우리 딸을 볼 때마다 얼마나 대견한지 몰라.","격려,동조",,False,,,BE22029198
기쁨,자녀,"전 평범한 것 같은데, 엄마가 그렇게 말씀해 주시니 좀 쑥스러워요. 그래도 기분은 좋아요.",,,False,,,BE22029198
기쁨,부모,엄마의 칭찬은 진심이야. 우리 딸의 모습은 누구보다 엄마가 제일 잘 아니까.,동조,,False,,,BE22029198
기쁨,자녀,늘 제 장점을 먼저 봐주시고 격려해 주셔서 정말 감사해요. 앞으로도 멋진 딸이 되려고 노력할게요.,,,False,,,BE22029198
기쁨,부모,엄마는 우리 딸의 지금 모습만으로 충분해. 엄마 마음 잘 알지?,동조,,False,,,BE22029198
기쁨,자녀,"네, 저도 잘 알아요. 늘 사랑하고 아껴 주신다는 거. 그럼 또 연락드릴게요.",,,True,,,BE22029198
기쁨,자녀,"엄마, 오늘 우리 딸이 초등학교에 입학했어요. 어린이집으로 처음 등원하던 게 엊그제 같은데 벌써 이렇게 컸다니 뿌듯하고 기쁘네요.",,,False,,,BE22028810
기쁨,부모,벌써 우리 손녀가 초등학생이 됐구나. 아이의 새로운 시작을 보게 되어 참 기쁜 하루겠다. 엄마도 네 남매를 키우면서 입학식이나 졸업식 때 느꼈던 보람과 기쁨이 기억나서 공감돼.,"격려,동조",,False,,,BE22028810
기쁨,자녀,아이가 초등학교 가는 것을 두려워하지 않고 신이 나 하는 것도 기뻐요. 어젯밤부터 책가방을 메고 재롱을 떠는데 어찌나 귀엽고 예쁘던지요. 아이가 초등학교 입학을 즐거워해서 정말 기쁘더라고요.,,,False,,,BE22028810
기쁨,부모,초등학교에 입학하는 자체를 힘들어하는 아이들도 있는데 손녀가 그러지 않아서 네가 기뻤겠다. 아이가 두려워하지 않고 즐겁게 받아들이는 모습은 부모에게 늘 안도를 주는 것 같아. 네가 느꼈을 안도감과 기분 좋음이 얼마나 깊을지 짐작이 돼.,"격려,동조",,False,,,BE22028810
기쁨,자녀,아이가 어린이집과 유치원 다니는 걸 힘들어했거든요. 등원할 때마다 가기 싫다며 울 때가 많아서 초등학교 입학도 걱정이 컸어요. 그런데 의외로 초등학교에 가는 것에 큰 흥미를 느껴서 얼마나 다행이고 기쁜지 몰라요.,,,False,,,BE22028810
기쁨,부모,"맞아, 손녀가 너와 떨어지는 것조차 힘들어해서 네가 속상해했던 것 기억해. 그런 경우 부모로서 어떻게 해야 하는지 공부하는 네 모습이 인상 깊게 남아있어. 아이의 상태에 동요하지 않고 대처하던 건 정말 멋있고 대견했어.",동조,,False,,,BE22028810
기쁨,자녀,등원 때마다 우는 아이를 품에 껴안고 있고 싶을 만큼 마음이 흔들릴 때도 있었어요. 그때 고생했던 마음이 남아있어서 오늘의 입학이 더 기쁜가 봐요. 변화를 즐겁게 받아들일 줄 아는 아이로 성장한 것 같아서 말이에요.,,,False,,,BE22028810
기쁨,부모,너와 같은 고충을 겪은 부모라면 아이의 변화가 반갑고 뜻깊을 수밖에 없을 거야. 이제 막 초등학교에 입학하는 아이라고 의젓하게 큰 것 같아서 더 기분이 좋을 것 같아.,격려,,False,,,BE22028810
기쁨,자녀,"맞아요, 고작 초등학교에 입학하는 것뿐인데도 아이가 다 큰 것처럼 느껴지기도 해요. 그럴 때면 홀가분한 마음이 들어서 기쁘기도 해요. 초등학교 입학식을 성공적으로 마무리해서 아이에게 좋은 추억을 남겨준 것도 기쁘네요.",,,False,,,BE22028810
기쁨,부모,"그러게, 오늘 우리 손녀에게 좋은 기억으로 남을 하루였겠다. 손녀는 물론 너에게도 이렇게 기쁜 날이었으니 평생 이날을 추억하겠구나. 즐거운 하루를 보낸 것 같아서 보기가 좋네.",격려,,False,,,BE22028810
기쁨,자녀,"네, 우리 가족 모두에게 오늘은 추억의 한 페이지가 될 거예요. 입학식을 마치고 외식하는데 마치 파티하는 것 같아서 더 기쁘더라고요. 오늘은 온종일 기쁜 마음으로 웃기만 했어요.",,,False,,,BE22028810
기쁨,부모,무엇 하나 부족하지 않은 하루를 보내서 기뻤겠다. 입학이라는 이벤트 하나가 이렇게 큰 추억과 기쁨을 줄 수 있다는 게 새삼 느껴지기도 해. 이제 너도 어엿한 학부모라니 신기하기도 하다.,"격려,동조",,False,,,BE22028810
기쁨,자녀,아이가 입학을 즐겁게 맞이했으니 저도 학부모로서의 출발이 아주 좋아요. 이런 출발을 할 수 있게 도와준 제 딸에게도 고맙고 기쁘기만 하네요. 앞으로도 아이가 초등학교를 신나게 다니면서 적응할 수 있을 것 같아서 참 기뻐요.,,,False,,,BE22028810
기쁨,부모,너처럼 살뜰한 엄마가 있으니 우리 손녀는 네가 바라는 대로 즐거운 초등학생 생활을 할 거야. 너도 학부모로서 부족할 일이 없을 거고. 앞으로도 네 식구가 늘 행복하길 바랄게.,,,True,,,BE22028810
기쁨,자녀,아빠 나 오늘 아침에 타이거새우를 인터넷으로 주문했어. 저녁에 배송 오면 동생들하고 같이 먹을 생각에 너무 기뻐.,,,False,,,BE22029029
기쁨,부모,오랜만에 동생들 모였는데 새우 먹는다니 기분이 많이 좋을 것 같아!,격려,,False,,,BE22029029
기쁨,자녀,방학에 정말 오랜만에 동생들 얼굴 봐서 기뻐! 요즘에 방송에서 타이거새우가 유행하길래 맛있을 거라는 기대감을 앉고 주문해봤어. 동생들이 맛있는 음식 먹었으면 하는 바람도 있었어.,,,False,,,BE22029029
기쁨,부모,보고 싶었던 동생들 만나서 정말 행복하고 기쁜 시간 보내고 있을 것 같아. 동생들이랑 함께 좋은 시간 보내고 있는 것 같아서 나도 덩달아 기분이 좋아지는 것 같네. 딸이 직접 새우 요리를 한다니 너무 든든한데?,"격려,동조",,False,,,BE22029029
기쁨,자녀,그동안 자취한 경력으로 음식 해주고 싶더라고. 솜씨가 아주 좋은 건 아니지만 내가 요리한다고 하니 동생들이 반짝이는 눈으로 매우 기뻐하더라고. 새우가 맛있길 기대 중이야.,,,False,,,BE22029029
기쁨,부모,딸 요리 잘하니까 걱정 없이 척척 새우 요리도 해낼 수 있을 거라 믿어. 타이거 새우 아빠가 먹어봤는데 살도 튼실하고 먹을 것도 많고 쫄깃하니 아주 맛있었어. 딸의 뛰어난 센스로 탁월한 메뉴 선택이었던 것 같아.,"격려,동조",,False,,,BE22029029
기쁨,자녀,사실 먹어보고 싶었는데 혼자 먹기엔 양이 많고 번잡하기도 해서 안 먹고 있었어. 그런데 동생들이 왔으니 기회라 생각하고 한번 해보려고.,,,False,,,BE22029029
기쁨,부모,딸 음식은 간도 잘 맞고 먹는 사람을 행복하게 만들어주는 솜씨를 가지고 있잖아! 실패 없이 동생들에게도 맛있는 음식 해줄 수 있을 거야. 네 스스로를 믿고 아빠가 응원할게!,"격려,동조",,False,,,BE22029029
기쁨,자녀,그렇게 말해줘서 정말 고마워. 아빠 덕분에 더 힘이 나는 것 같아. 다행히도 동생들도 긍정적인 호기심을 보여서 맛과 행복 둘다 잡는 일석이조가 되는 것 같아.,,,False,,,BE22029029
기쁨,부모,사랑하는 사람들과 먹고 싶었던 음식 먹는 거 정말 행복한 일인 것 같아. 딸 문자로도 기쁨과 행복이 모두 느껴지는 것 같아.,격려,,False,,,BE22029029
기쁨,자녀,맞아 나 정말 기대돼! 맛있게 조리해서 맛있게 먹어야지! 다음엔 엄마랑 아빠도 해줄게.,,,False,,,BE22029029
기쁨,부모,그래 나도 기대하고 있을게! 동생들하고 즐거운 시간 보내고 집에 올라오면 연락줘!,,,False,,,BE22029029
기쁨,자녀,응 내 이야기 들어줘서 고마워!,,,False,,,BE22029029
기쁨,부모,응 오늘은 누구보다 행복하고 기쁜 하루 보내길 바라!,,,True,,,BE22029029
기쁨,자녀,"엄마, 저 친구랑 점심 먹으면서 친구한테 완전히 감동했어요.",,,False,,,BE22028909
기쁨,부모,"오늘 절친한 친구 만난다더니, 네 기분이 좋아 보이는구나. 그래, 무엇 때문에 감동했는데?",,,False,,,BE22028909
기쁨,자녀,제가 친구랑 식당에 들어가서 같은 메뉴 주문하고 화장실에 다녀왔거든요. 그런데 화장실에서 나오면서 보니 친구가 제 자리에 있는 음식을 자기 거랑 바꾸는 거예요. 그 순간 제가 무슨 생각을 했겠어요.,,,False,,,BE22028909
기쁨,부모,"글쎄다, 의아한 마음이 들었으려나? 같은 음식인데 굳이 왜 바꾸지, 하면서 말이야.",,,False,,,BE22028909
기쁨,자녀,"맞아요, 그런데 자리에 와서 보니 제 음식이 더 푸짐하고 맛있어 보이는 거예요. 친구한테 내 게 더 먹음직스러워 보인다고 말했더니, 저한테 잘 먹어야 면접도 잘 보지, 하더라고요. 저 다음 주에 면접 보잖아요, 친구가 그걸 기억하고 있다가 응원해주느라 그랬나 봐요.",,,False,,,BE22028909
기쁨,부모,"어머, 마음씨가 곱기도 하지. 별거 아닌 것 같지만, 친구의 배려에 네가 참 고마웠겠다. 네가 감동 받았다고 한 거 엄마도 이해된다.","격려,동조",,False,,,BE22028909
기쁨,자녀,"네, 그 친구도 아직 취업 준비 중이거든요. 저 같았으면 다른 사람을 먼저 위하기가 쉽지 않았을 거예요. 사실 친구가 음식을 바꿀 때는 살짝 의심했거든요, 자기가 좋은 거 먹으려고 그러는 줄 알고요.",,,False,,,BE22028909
기쁨,부모,"그런데 네 생각과는 완전히 반대의 행동을 했던 거네, 친구가?",,,False,,,BE22028909
기쁨,자녀,"맞아요, 그래서 부끄럽지만 친구에게 제 속 얘기를 했어요. 네가 음식을 바꾸길래 우리 우정을 의심했는데, 사실 우정은 내가 더 못 지킨 것 같다고요. 그 말을 친구가 아주 유쾌하게 받아줘서 식사 자리가 아주 즐거웠어요.",,,False,,,BE22028909
기쁨,부모,"자칫 오해가 쌓일 수도 있고, 너 혼자 죄책감을 느꼈을 수도 있는데, 서로 솔직했구나. 무거운 이야기일수록 진솔하게, 가볍게 꺼내놓으면 서로의 감정 다치지 않고 대화를 나눌 수 있지. 너희가 아주 건강하고 바르게 살고 있는 거 같아서 엄마 마음이 다 뿌듯하다.",동조,,False,,,BE22028909
기쁨,자녀,"네, 저도 마음속으로 혼자 묻어둘 수 있는 얘기였는데, 그러고 싶지 않더라고요. 그런데 친구에게 얘기하고 나니 친구와 한결 가까워진 기분이 들었어요. 친구가 저를 배려했던 만큼 저도 친구를 진심으로 응원할 수 있었고요.",,,False,,,BE22028909
기쁨,부모,"작은 일에도 오해가 생기는 경우가 많은데 너희, 참 보기 좋구나. 엄마도 너에게 대화의 기술을 좀 배워서 아빠와 얘기할 때 응용하면 좋겠다 싶어.",동조,,False,,,BE22028909
기쁨,자녀,"그렇게 말씀해주시니 제가 참 민망하네요. 그런데 엄마, 아빠는 지금도 대화 잘 하고 계시잖아요, 집에서 큰소리도 안 나고요. 저는 그런 엄마, 아빠에게서 오히려 배우고 있는걸요.",,,False,,,BE22028909
기쁨,부모,"와, 우리 딸, 엄마 아빠 으쓱하게도 할 줄 알고. 이 정도 생각과 말솜씨면 면접도 잘 볼 수 있을 것 같아. 늘 지금 같은 마음으로 취업 준비하면 좋은 결과 얻을 수 있을 거야, 힘내, 딸!",,,False,,,BE22028909
기쁨,자녀,"정말이요? 오늘은 여러모로 응원을 많이 받네요. 고마워요, 엄마.",,,True,,,BE22028909
기쁨,자녀,엄마 잘 지내죠? 저 오늘 정말 마음 기쁜 일이 있었어요.,,,False,,,BE22029145
기쁨,부모,너도 잘 있지? 좋은 소식이라니 벌써부터 궁금해지는구나.,,,False,,,BE22029145
기쁨,자녀,"제가 이별을 하고 전 남자친구를 잘 못 잊혀서 사실 힘들어했거든요. 친구가 운동으로 잊어보라고 해서 오늘부터 저녁 달리기를 시작했어요. 운동하니까 기분도 좋고, 생각도 덜 나서 너무 기뻐요.",,,False,,,BE22029145
기쁨,부모,운동을 통해서 기대하던 좋은 결과를 얻고 있어서 정말 행복하겠다. 나도 기분이 안 좋을 때 운동을 통해 기분을 전환했던 적이 있었어. 그래서 네 기분이 너무 잘 이해가 돼.,"격려,동조",,False,,,BE22029145
기쁨,자녀,"친구가 운동을 해보라고 해서 반신반의하다가 그래도 믿어보고 도전했어요. 그런데 이렇게 기분도 좋아지고, 전 남자친구도 말끔히 잊혀서 너무 기뻐요.",,,False,,,BE22029145
기쁨,부모,보통 사람이라면 슬픈 마음에 조언을 잘 새겨듣지 못했을 텐데. 다른 사람의 말을 잘 경청하는 너라서 그렇게 할 수 있었을 거야. 내 딸이지만 그런 점은 정말 대단하다고 생각해.,"격려,동조",,False,,,BE22029145
기쁨,자녀,이렇게 운동하고 나니까 기분이 너무 좋아요. 제가 자꾸 웃으니까 사람들이 무슨 좋은 일이 있냐고 물어봐요. 어제까지만 해도 우울했었다는 게 믿기지 않을 정도로 기뻐요.,,,False,,,BE22029145
기쁨,부모,"그렇게 기분이 저기압이다가 좋게 되면 누구라도 함박웃음이 나올 거야. 내가 네 상황이라고 상상만 해도 기쁜데, 당사자인 넌 얼마나 기쁘겠어.","격려,동조",,False,,,BE22029145
기쁨,자녀,"매번 운동을 시작하면 오래는 못했었는데, 이번에는 꾸준히 해보려고 해요. 시작부터 이렇게 기쁘니까 이번엔 할 수 있을 것 같아요.",,,False,,,BE22029145
기쁨,부모,그렇게 목표를 정했다니 정말 대단하다. 내 주변에는 마음만 먹고 그렇게 못하는 사람이 대부분이거든. 칭찬을 진심으로 해주고 싶어.,"격려,동조",,False,,,BE22029145
기쁨,자녀,분명 좋은 소식이 있어서 엄마한테 연락을 드렸어요. 그런데 얘기를 하다 보니까 기쁨이 배가 되는 거 있죠. 엄마가 제 얘기를 잘 들어주셔서 그런 것 같아요.,,,False,,,BE22029145
기쁨,부모,기쁨이 배가 됐다니 정말 다행이구나. 소중한 우리 딸 얘기인데 당연히 귀를 기울여 들어야지.,"격려,동조",,False,,,BE22029145
기쁨,자녀,앞으로 좋은 소식이 생기면 엄마한테 제일 먼저 얘기해야겠어요. 엄마만큼 제 얘기에 함께 기뻐해 주는 사람이 또 없는 것 같아요.,,,False,,,BE22029145
기쁨,부모,내가 도움이 됐다니 기뻐. 네 얘기라면 언제라도 들어줄 수 있어. 좋은 소식이 있으면 편하게 연락을 주렴.,"조언,동조",,False,,,BE22029145
기쁨,자녀,정멀 고마워요. 엄마 다음에는 저희 직접 만나서 얘기를 해요.,,,True,,,BE22029145
기쁨,자녀,"엄마, 이번 시험에서 제가 성적이 좋아서 장학금을 받게 되었어요. 열심히 했기 때문에 조금 기대는 했지만, 막상 받게 되니 더욱 기뻐요. 앞으로 더 열심히 해야겠다는 의욕이 충만해지네요.",,,False,,,BE22028730
기쁨,부모,노력에 대한 보상을 받은 것 같은 기분 좋은 감정이 들겠구나. 더구나 입학하고 첫 시험에서 이런 기쁨을 느끼게 되었다니 얼마나 행복하겠니. 열심히 노력해 만족스러운 결과를 얻게 된 아들에게 축하의 마음을 전한다.,"격려,동조",,False,,,BE22028730
기쁨,자녀,같이 다니는 친구들이 장학금 받았다고 밥 한 끼 사라고 하는 통에 한 번 사려고요. 모두 내 일처럼 축하하는 모습에 괜히 어깨도 으쓱해지고 고마워요. 그래서 주말에 친구들이랑 맛있는 거 먹으러 가려고 해요.,,,False,,,BE22028730
기쁨,부모,가까운 친구들이 인정해주니 얼마나 뿌듯하고 기쁠까. 친구들이 자기 일처럼 기뻐한다는 건 평소에 넉넉한 인심을 얻어서 가능한 거잖니. 그래서 엄마는 여러모로 아들이 든든하고 기특하구나.,"격려,동조",,False,,,BE22028730
기쁨,자녀,"사실 고등학교 때와는 다르게 외워야 할 양도 어마어마하고 그게 다 주관식이라는 게 부담이 되더라고요. 하지만 하다 보니 흐름을 익히게 되고 남들 다 하는 거 나도 해보자, 싶었어요. 그래서 잠도 줄여가며 스터디 카페에서 참 열심히 했죠.",,,False,,,BE22028730
기쁨,부모,그렇게 어렵고 힘이 드는데 대단한 성과까지 얻었으니 얼마나 대단한 거니. 엄마였으면 그렇게 열심히 하기 힘들었을 텐데 참 장해. 뭐든 마음먹으면 열심히 하고자 하는 의지가 넘치는 아들이어서 누구에게든 자랑하고 싶어져.,"격려,동조",,False,,,BE22028730
기쁨,자녀,제가 좀 자신만만하게 뭐든 잘 해내는 면이 좀 있죠. 첫 시험을 무사히 치르고 나니 이제 진정한 대학생이 된 듯한 느낌도 들어요. 이제 잠시 미뤄뒀던 인간관계도 회복하고 머리도 식힐 겸 주말에 춘천에 다녀오려고요.,,,False,,,BE22028730
기쁨,부모,그동안 고생했던 자신에게 상을 주는 것도 필요하지. 홀가분한 마음으로 수고한 자신을 위로하는 게 정말 중요해. 사람은 기계가 아니니까 여유로운 쉼표가 꼭 필요한 법이거든.,조언,,False,,,BE22028730
기쁨,자녀,엄마가 공감해주시니 마음이 한결 편안해져요. 절친과 둘이 기차로 춘천에 가서 막국수도 먹고 바람을 가르며 하이킹할 예정이거든요. 근처에 야트막한 산이 있어 거기도 오를 거고요.,,,False,,,BE22028730
기쁨,부모,메시지만 읽어도 어느덧 마음에 산뜻함이 들어오는 느낌이 드는걸. 정말 고생한 자신을 위해 좋은 생각이야. 가서 마음의 모든 찌꺼기는 날려 버리고 맑고 상쾌한 기운으로 가득 채워오길 바란다.,"격려,동조",,False,,,BE22028730
기쁨,자녀,엄마와 이렇게 문자로 대화하면 언제나 마음이 가벼워져요. 뭐든 잘한다고 응원하고 격려해 주시잖아요. 그래서 제가 거칠 것 없이 뭐든 스스로 잘 할 수 있는 원동력이 돼요.,,,False,,,BE22028730
기쁨,부모,그건 엄마는 늘 너를 믿고 있기 때문이지. 시행착오는 있을지 모르겠지만 네 인생은 네가 주인공이니 스스로 하는 게 맞아. 이제껏 너는 스스로 참 잘 해왔고 그러면서 믿음이 더 커지고 있단다.,동조,,False,,,BE22028730
기쁨,자녀,엄마의 그런 믿음 덕에 제가 첫 시험 장학금이라는 쾌거를 이룬 것 같네요. 오늘은 친구들과 새로 나온 영화를 보기로 해서 좀 늦을 것 같아요. 재미있으면 엄마와도 한 번 더 볼 예정이니 기대해 주세요.,,,False,,,BE22028730
기쁨,부모,"그래, 홀가분한 마음으로 오늘만은 온전히 즐기다 오렴. 엄마까지 생각하는 기특한 마음이 너무 사랑스러워. 이따 밝게 웃는 모습으로 집에서 보자.",,,True,,,BE22028730
기쁨,자녀,"엄마, 요즘 새로 산 암막 커튼 덕분에 잠을 깊이 자고 있어요. 그동안의 불면증이 사라져서 얼마나 기쁜지 몰라요.",,,False,,,BE22029268
